Name,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,GroupedPosition
M. Egho,1,1,74,60,52,62,36,71,52,61,66,55,58,60,58,49,42,62,72,75,69,58,74,67,71,69,80,52,52,32,63,54,58,57,32,34,34,8,6,9,9,13,FW
A. Woodyard,1,2,59,54,60,64,62,66,58,52,62,64,45,61,55,42,62,60,63,55,78,63,80,58,79,82,58,56,65,63,53,57,51,66,63,62,59,8,8,8,13,13,MF
T. Pedersen,1,1,70,52,58,62,61,68,53,51,54,62,31,62,54,41,61,62,68,72,60,62,63,53,57,72,68,57,64,62,59,61,43,60,62,62,60,10,12,9,14,8,MF
J. Żubrowski,0,2,42,52,60,61,60,74,60,40,47,62,42,61,55,60,61,61,49,37,68,56,64,68,72,81,70,66,74,62,45,58,63,57,60,61,61,10,13,8,11,14,MF
B. Poveda,1,1,64,68,61,62,49,69,13,8,11,28,5,14,11,11,16,13,58,35,49,45,50,46,65,45,68,9,20,11,4,37,11,33,7,14,10,64,68,61,69,62,GK
H. Ibusuki,2,0,40,64,50,56,28,69,48,66,72,58,72,59,54,39,42,63,42,38,30,63,29,64,29,59,92,58,34,14,65,45,59,59,32,22,18,13,13,16,11,11,FW
D. Worrall,2,0,80,60,61,64,54,69,64,59,54,60,52,60,57,59,57,62,81,79,83,61,82,62,84,82,68,62,49,52,61,64,57,60,56,54,53,6,9,16,15,14,MF
J. Broh,1,1,71,55,60,64,62,60,54,46,60,66,52,63,47,47,62,65,74,69,71,66,71,69,71,69,52,58,67,63,62,61,56,45,59,65,62,14,9,7,13,10,MF
A. Russo,1,1,68,62,57,64,31,61,14,5,11,20,6,10,13,12,25,16,29,33,32,60,21,43,38,17,63,8,26,14,5,24,11,32,9,14,13,68,62,57,61,64,GK
L. Marchi,1,1,74,42,54,64,59,63,65,35,47,57,37,65,55,39,51,63,71,77,70,55,65,53,72,71,59,43,63,61,53,43,43,49,55,63,62,11,8,8,11,11,DF
R. Scheu,2,2,76,56,58,63,51,74,62,58,43,61,38,62,54,44,54,60,79,73,73,60,78,57,70,85,67,53,77,56,61,57,59,59,56,49,44,13,5,7,6,12,MF
V. Adeboyejo,2,1,74,61,49,65,26,67,43,63,59,58,54,65,42,37,42,62,73,74,72,64,74,65,74,68,72,56,52,17,62,49,57,51,32,19,18,12,9,13,11,10,FW
M. Samuelsen,1,1,71,62,60,70,30,51,59,63,54,63,47,70,62,60,51,70,70,72,77,63,61,66,33,60,57,60,31,22,64,64,50,64,32,26,29,6,14,14,11,14,MF
C. Dinu,1,1,69,33,52,60,60,71,55,24,60,58,28,57,49,30,45,60,66,72,66,61,81,62,73,80,69,23,64,58,45,50,34,53,58,62,62,8,13,12,11,11,DF
A. Power,1,2,50,55,61,63,63,76,55,53,60,65,48,61,53,49,63,65,55,46,65,60,74,63,70,79,73,53,80,64,59,63,60,65,62,65,63,15,8,8,9,7,MF
N. Smith,1,1,56,31,37,41,63,81,28,29,63,50,28,31,29,24,43,44,52,60,51,60,65,45,90,86,83,19,67,62,39,26,32,57,64,64,60,8,10,7,6,15,DF
S. Hamulic,2,1,74,63,56,62,28,62,56,63,65,61,55,67,55,42,46,60,78,70,55,52,48,66,62,52,72,64,51,18,63,56,62,59,21,29,26,6,10,11,8,5,FW
Wang Shangyuan,1,1,73,60,61,68,64,80,55,52,68,61,60,67,68,66,62,65,71,75,80,65,74,72,79,90,80,68,68,60,51,63,65,65,66,62,65,8,9,13,8,12,MF
N. DePuy,1,1,38,53,45,49,62,78,34,53,63,56,48,45,46,34,50,55,37,39,43,61,30,65,67,64,89,45,69,60,53,37,49,59,63,64,58,7,9,14,5,11,DF
C. Norman,2,2,69,47,56,59,58,77,60,45,56,57,44,59,54,45,53,59,68,70,63,56,60,55,72,91,75,46,65,59,51,55,43,57,57,59,56,13,11,14,11,9,DF
L. Ferreyra,1,1,86,60,56,67,24,48,53,61,43,57,52,68,63,54,49,63,89,84,78,58,79,59,66,66,44,64,30,20,54,59,54,61,21,25,23,5,7,12,9,7,MF
D. Ramaj,1,1,67,64,68,67,24,63,10,7,11,25,8,12,12,11,26,15,23,25,29,46,40,51,52,26,64,9,24,12,7,35,17,34,9,9,10,67,64,68,63,67,GK
R. Trif,2,1,73,47,56,59,60,63,60,44,54,60,32,57,53,36,52,58,72,73,71,59,66,60,76,68,62,48,56,58,51,53,38,57,61,61,60,11,9,9,13,10,DF
T. Thomas,1,2,59,40,56,58,63,71,56,34,63,61,37,56,40,37,56,60,62,56,55,58,62,65,77,70,73,30,66,62,31,58,39,57,62,64,64,7,10,15,8,13,DF
T. Pett,1,1,58,56,62,67,56,54,60,55,37,64,51,63,59,56,63,64,60,57,90,63,85,57,77,79,47,59,35,63,58,63,56,65,51,62,59,12,11,16,15,9,MF
Hui Jiakang,2,1,73,60,61,64,39,63,65,58,43,63,63,64,70,59,62,64,72,74,70,55,70,62,56,70,62,60,56,40,56,53,65,60,35,42,38,12,9,8,7,15,MF
O. Palmer,1,2,62,63,49,58,26,79,40,65,67,55,50,57,42,39,40,64,54,69,34,59,71,65,41,66,91,60,77,24,65,58,64,63,13,25,28,14,12,14,8,14,FW
J. Eijgenraam,1,2,69,48,54,63,63,69,43,45,59,65,38,63,42,45,58,66,67,71,55,66,62,64,64,70,70,44,66,59,48,49,44,57,65,64,62,15,10,13,8,6,DF
A. Santurio,1,1,66,65,50,61,36,57,67,68,69,49,65,59,44,50,40,64,64,68,67,62,68,60,70,56,62,61,44,51,70,43,66,46,25,23,42,11,9,11,6,6,FW
J. Toledo,1,2,73,27,51,54,61,61,62,22,63,60,23,53,40,28,41,55,72,73,55,62,55,28,71,72,59,30,49,59,48,38,32,44,60,65,55,13,7,14,6,13,DF
A. Assal,1,1,82,59,61,68,37,52,60,58,51,63,54,65,57,55,60,64,81,83,92,59,93,62,58,72,33,59,75,34,62,62,51,60,32,40,35,11,6,7,13,5,MF
F. Evina,2,1,82,62,56,65,34,67,59,64,54,59,47,65,57,63,48,67,83,81,69,55,74,70,61,64,75,56,54,21,61,53,59,48,35,35,30,13,9,5,13,10,FW
F. Prado,1,0,68,38,54,61,61,70,57,34,49,59,29,59,41,43,57,62,66,69,67,62,73,55,67,68,71,29,70,64,45,45,46,55,60,64,61,11,10,15,10,10,DF
K. Hein,1,1,61,63,56,66,35,64,10,8,17,25,6,10,13,12,21,12,33,38,36,62,31,42,34,40,57,7,18,12,6,32,18,26,9,16,15,61,63,56,64,66,GK
M. Roffo,1,1,65,64,61,66,23,62,17,8,11,27,8,8,11,12,22,18,15,35,34,58,48,46,64,17,46,9,23,16,6,33,30,29,15,13,14,65,64,61,62,66,GK
A. Pattison,2,1,78,58,61,66,60,67,56,57,54,65,45,63,55,53,63,64,76,80,81,62,84,61,78,82,61,61,62,63,59,62,60,61,58,61,59,11,6,9,8,14,MF
M. Galmarini,1,1,57,53,59,59,65,60,58,45,60,60,56,55,64,59,55,58,66,49,70,63,60,63,51,67,58,57,60,61,53,58,61,67,71,63,63,16,14,6,14,14,DF
B. Hollerbach,2,0,73,60,55,66,27,69,55,61,57,59,49,67,38,33,57,65,69,76,66,60,74,64,69,80,67,58,62,25,61,56,59,57,22,24,22,10,14,6,13,9,FW
Medrano,1,1,68,38,55,60,58,46,64,28,62,65,27,57,66,34,54,64,67,68,55,57,83,53,59,63,37,49,45,53,48,33,32,48,51,65,67,9,13,13,12,10,DF
Y. Mosquera,1,2,74,22,39,45,63,68,25,17,64,55,26,28,25,29,34,60,67,80,61,62,55,35,73,59,73,15,63,64,28,36,37,46,63,63,63,8,7,8,10,8,DF
J. Wright,1,1,39,34,49,55,65,74,42,32,64,55,32,58,37,29,48,52,46,33,47,59,50,44,66,64,84,29,62,63,39,54,38,66,66,65,63,9,10,12,9,6,DF
Míchel Zabaco,1,1,48,39,50,45,63,72,52,32,62,58,37,38,49,52,54,53,46,50,40,58,42,59,70,61,75,33,79,62,26,32,51,63,63,64,64,7,14,9,9,11,DF
J. Hayes,2,2,69,45,62,67,58,66,52,39,47,70,41,65,50,44,69,66,69,69,79,60,81,52,83,71,62,50,64,52,55,61,43,63,64,59,58,10,6,6,14,13,MF
J. Björkengren,2,2,62,53,57,64,59,68,42,52,57,64,46,59,43,48,60,68,71,55,66,64,67,53,60,74,65,55,70,61,53,61,56,70,55,63,58,12,11,12,7,12,MF
C. Cropper,1,1,67,62,61,66,35,61,11,13,11,15,11,11,12,16,17,23,34,37,40,58,38,46,54,28,57,14,25,16,10,43,21,42,17,13,15,67,62,61,61,66,GK
C. Taylor,0,2,59,29,45,46,64,72,33,25,64,59,31,39,34,28,54,49,63,55,56,60,55,40,78,71,79,22,55,62,31,35,41,54,63,66,64,14,9,13,12,10,DF
W. Grigg,1,1,66,65,48,64,32,64,31,64,64,59,65,62,39,50,40,63,68,64,70,63,73,66,78,66,68,63,50,22,66,55,67,62,26,37,20,12,9,13,15,10,FW
M. Godts,1,1,76,50,60,71,38,38,56,52,34,63,45,74,56,54,61,68,79,73,79,55,83,46,55,53,32,52,32,32,51,59,43,58,28,49,47,8,10,14,14,7,MF
F. Stojilković,2,1,67,67,48,65,29,66,38,69,60,54,58,64,47,46,37,67,69,65,66,63,64,67,72,64,70,68,57,25,59,58,67,60,31,22,21,12,5,10,9,7,FW
G. Verón,1,0,70,63,59,64,30,61,50,66,65,62,61,62,57,56,60,66,73,68,72,59,66,62,68,62,65,57,49,22,66,63,59,64,29,26,27,8,10,8,6,8,FW
J. Jach,1,1,53,45,51,55,62,70,48,40,67,57,41,53,40,54,61,59,49,56,52,59,54,57,76,49,81,48,67,61,43,39,36,54,60,62,63,8,6,16,8,14,DF
Zhu Baojie,1,1,67,53,62,65,52,60,67,53,52,64,44,62,58,44,57,63,61,72,81,61,82,59,56,73,60,52,43,53,58,65,45,65,55,52,44,13,8,7,10,7,MF
G. Massey,1,1,79,59,60,65,47,59,62,59,51,61,49,63,56,59,56,62,77,80,82,59,82,61,41,55,66,58,52,55,59,59,63,61,42,48,37,12,7,16,16,16,MF
K. Fitz-Jim,1,1,68,56,65,69,59,45,59,56,50,69,48,68,55,54,67,70,69,68,73,62,74,58,59,47,40,54,51,56,58,68,54,67,58,63,60,10,13,14,8,6,MF
D. Ólafsson,2,1,76,48,63,60,57,71,67,44,51,61,44,58,60,61,55,59,74,77,67,59,70,58,62,81,70,48,62,56,52,68,44,55,55,61,55,7,14,13,6,5,DF
T. Ducrocq,1,1,71,45,61,65,59,66,51,45,58,68,52,61,57,55,62,65,68,74,80,62,80,45,78,74,64,38,60,58,59,62,52,62,55,65,60,13,9,14,12,7,MF
Jo Jin Woo,0,1,58,33,39,39,63,73,35,34,65,49,30,27,32,31,45,49,60,57,46,56,39,35,82,61,81,31,67,61,31,27,31,52,65,63,60,13,11,9,10,13,DF
M. Kiprit,1,1,71,63,47,65,30,69,45,66,62,52,59,64,54,42,39,64,68,73,74,56,70,71,74,73,68,52,63,15,65,44,58,58,42,21,15,10,9,15,5,10,FW
C. Dawson,1,1,64,62,64,64,54,62,20,8,18,31,17,21,19,9,50,21,49,61,35,63,66,48,60,39,69,5,25,17,8,45,23,51,17,19,20,64,62,64,62,64,GK
J. Mansoni,2,1,75,60,56,63,58,69,58,61,43,57,46,64,56,55,48,62,72,78,66,58,58,63,74,73,72,57,53,57,61,60,54,64,56,64,62,10,7,5,8,13,DF
D. Paraschiv,2,0,70,63,49,62,21,66,51,65,66,53,55,60,49,44,47,61,72,69,68,64,63,65,73,66,68,60,58,15,66,45,56,61,18,18,10,7,9,9,10,12,FW
Bruno Rodrigues,1,2,55,32,43,44,66,67,29,27,63,55,38,40,36,20,51,44,55,55,50,52,56,46,70,65,69,27,62,66,32,39,42,46,59,72,67,11,11,7,11,11,DF
C. Hall,1,2,53,27,43,44,63,77,22,24,63,57,28,39,33,28,49,49,54,52,38,59,39,33,66,79,82,21,65,61,33,39,39,58,62,64,62,6,10,7,14,13,DF
G. Middleton,2,0,85,59,58,65,28,57,62,61,30,56,46,63,68,65,50,62,86,85,85,53,74,62,39,66,62,53,40,19,58,60,61,60,32,30,25,12,7,9,10,8,MF
M. Engelhardt,1,1,69,58,61,67,46,64,18,13,18,23,13,18,13,16,23,19,48,43,39,54,43,46,51,38,79,15,17,24,18,30,19,30,26,20,19,69,58,61,64,67,GK
A. Khamis,1,1,68,50,60,66,60,65,53,46,54,67,42,65,49,41,62,66,69,67,71,65,71,52,49,71,61,58,71,62,59,62,44,65,59,64,56,11,10,11,16,15,DF
M. Rakoczy,1,0,72,60,61,66,42,55,56,61,49,65,41,64,61,45,62,63,74,70,76,63,89,65,59,63,49,59,58,40,62,64,47,62,45,37,48,7,9,12,9,14,MF
N. Ratti,1,1,68,61,63,74,54,57,14,12,12,28,15,17,13,19,27,18,50,60,45,51,69,47,83,44,45,15,21,19,13,18,23,32,15,12,18,68,61,63,57,74,GK
G. Mencia,1,1,57,30,55,56,64,67,64,32,67,59,27,56,43,28,61,57,62,53,53,63,55,28,67,67,70,24,57,62,45,45,33,50,65,64,66,15,13,11,10,6,DF
C. Zabala,1,1,65,53,64,64,57,69,59,52,55,69,51,61,60,57,64,72,60,69,58,62,54,55,58,69,74,55,58,56,61,63,46,60,55,61,52,9,14,5,6,8,MF
S. Dursun,1,2,56,44,54,57,65,73,58,37,67,59,40,54,50,44,56,60,53,58,54,63,57,58,60,64,77,43,79,65,52,41,42,59,63,66,62,14,8,8,15,7,DF
D. Conroy,1,1,55,28,50,58,62,73,33,21,62,63,21,59,42,31,59,61,57,54,51,55,52,48,86,74,78,24,58,59,26,42,36,57,60,65,64,9,6,13,12,9,DF
J. Taaje,1,1,63,29,45,53,62,71,27,25,70,61,22,53,24,27,57,56,61,65,50,59,37,41,83,65,79,26,53,60,23,34,35,59,61,62,61,13,9,10,12,11,DF
A. Brunst,1,1,66,64,61,66,38,63,15,14,22,36,14,16,16,15,30,25,38,39,34,55,36,46,50,30,70,14,32,16,11,34,26,32,16,16,15,66,64,61,63,66,GK
Kim Seung Joon,2,1,78,59,60,67,35,65,62,59,61,65,50,66,48,36,57,65,81,76,79,63,75,63,53,68,66,56,63,45,65,62,58,63,45,14,17,9,14,10,6,9,FW
A. Morgan,1,0,71,57,65,64,55,59,64,56,41,66,43,63,67,58,65,65,70,71,72,62,57,61,56,73,53,59,56,57,60,64,54,58,53,59,54,7,11,9,11,8,MF
C. Camps,2,1,67,62,63,64,58,68,58,61,42,64,56,63,63,68,63,64,69,66,70,61,74,68,52,79,69,63,54,59,60,64,55,63,58,61,59,11,9,8,16,11,MF
B. Michel,2,1,90,59,50,64,22,58,62,64,65,48,54,61,50,21,58,64,91,89,80,59,70,63,68,63,58,45,48,19,64,41,56,56,19,16,16,10,7,7,12,13,FW
L. Zazpe,1,1,55,33,52,61,65,65,52,35,60,61,33,62,32,38,55,60,55,55,55,66,62,29,64,58,71,27,61,60,50,42,41,60,65,68,67,8,6,8,8,7,DF
H. Al Mansour,1,1,72,56,60,64,59,68,62,47,54,62,45,63,49,47,64,68,72,72,62,62,65,71,68,65,70,65,67,59,58,55,45,46,58,61,58,7,10,7,10,12,DF
J. Domínguez,2,1,76,33,50,55,59,58,60,35,54,57,24,49,51,29,43,57,71,80,70,60,81,36,59,71,56,26,47,62,44,39,37,45,58,61,57,13,6,12,13,14,DF
Hélder Sá,1,2,67,41,60,64,60,65,64,33,53,62,40,66,63,40,57,65,65,69,59,62,57,51,55,64,72,45,51,60,48,60,45,52,60,61,60,13,10,14,15,7,DF
D. Warchoł,2,0,66,62,56,63,34,63,57,66,63,61,53,62,52,42,53,63,65,66,64,62,63,63,72,66,66,55,47,26,66,54,48,64,37,28,33,9,11,11,5,7,FW
L. Kalludra,2,1,76,59,61,68,51,61,58,59,42,65,52,65,57,54,61,65,78,74,85,58,85,62,76,72,54,60,62,55,63,62,48,64,52,52,47,8,15,8,11,16,MF
Brian Araújo,1,1,59,63,58,69,22,63,15,10,11,23,12,15,13,12,28,14,23,20,42,57,34,44,54,19,67,12,22,15,11,35,15,34,11,13,12,59,63,58,63,69,GK
Chuca,1,1,55,57,62,67,54,55,49,55,55,68,40,66,60,60,62,68,56,55,70,63,69,62,53,55,61,61,42,55,61,65,48,60,51,58,48,10,13,14,12,8,MF
L. Koleosho,2,1,85,53,52,72,28,50,52,56,48,58,40,74,48,33,46,68,86,85,86,55,78,55,58,57,43,47,55,23,55,53,51,57,28,27,24,14,11,9,13,7,MF
M. Mustapha,2,1,76,66,54,61,24,75,57,67,63,48,52,64,50,49,55,57,79,74,67,58,65,71,80,65,80,64,76,16,61,63,62,53,19,22,21,11,10,12,10,13,FW
H. Abe,1,1,84,59,54,67,33,59,57,59,56,57,64,66,53,35,42,64,85,83,79,57,84,65,68,73,61,54,33,17,58,59,57,60,51,25,15,12,12,9,8,7,MF
T. Gaprindashvili,2,2,84,65,57,66,40,62,57,65,36,63,62,64,56,46,51,65,88,81,81,55,80,69,44,57,66,63,63,54,60,54,55,56,28,47,28,12,14,7,6,7,FW
S. González,1,1,71,56,61,64,54,55,39,55,43,70,39,64,48,52,66,64,69,73,62,55,72,59,64,64,49,62,56,45,67,67,44,60,50,65,61,9,7,10,10,13,MF
J. Guasone,1,1,51,25,35,40,66,73,33,18,67,44,25,33,26,27,33,48,50,52,34,66,34,42,53,66,86,23,52,61,28,26,30,44,64,70,65,5,8,15,14,11,DF
F. Magri,1,0,75,67,49,64,21,59,44,70,59,55,64,65,59,55,36,65,76,74,69,51,73,68,69,66,64,64,34,14,59,48,62,52,15,19,16,15,6,14,10,8,FW
S. Luštica,1,1,52,59,63,64,56,70,54,60,46,69,40,60,57,47,62,65,61,45,77,60,86,59,65,84,70,65,56,62,62,66,44,58,52,59,53,11,7,6,15,15,MF
G. Beretta,1,0,70,62,50,59,24,76,52,62,63,55,64,57,49,57,47,60,64,74,63,63,57,66,81,75,86,61,51,17,63,41,48,64,23,18,20,7,14,10,13,15,FW
L. Coulibaly,2,1,90,51,55,69,34,59,49,55,44,61,39,68,49,37,56,66,90,90,83,56,82,56,57,54,60,40,63,21,62,57,49,65,32,36,47,8,15,9,9,7,MF
D. Calcaterra,0,1,56,33,45,50,65,69,36,28,59,54,31,46,36,32,51,55,51,60,48,55,47,45,60,61,76,31,63,62,26,37,37,51,64,68,66,6,13,9,12,6,DF
J. Lindner,1,1,62,42,56,53,64,71,53,35,63,61,39,52,55,55,55,59,61,62,38,62,45,62,48,65,83,37,54,64,50,53,45,57,66,64,59,10,12,7,6,7,DF
L. Joseph,2,1,77,66,52,61,19,52,46,67,65,59,59,60,41,45,48,60,77,77,66,56,72,69,65,56,57,62,32,11,60,54,65,58,14,13,17,10,12,15,9,8,FW
P. Ibáñez,2,2,70,34,54,47,61,59,63,32,53,62,40,31,42,37,50,60,70,70,70,60,43,36,51,60,63,35,52,63,28,40,40,58,60,62,60,8,7,6,13,14,DF
M. Nakkim,1,2,54,46,46,49,63,72,32,44,64,60,32,41,51,56,52,54,53,54,56,59,53,58,70,67,75,45,70,64,29,29,55,62,59,65,61,13,12,9,14,8,DF
R. Cisneros,1,0,68,61,51,67,29,65,41,65,62,59,55,70,52,43,50,64,67,68,68,62,54,59,71,67,68,54,53,32,69,50,64,65,38,11,17,16,15,16,8,10,FW
C. Grameni,1,1,74,60,60,63,60,66,48,61,50,68,39,60,55,37,64,63,72,75,75,64,73,66,62,74,63,60,66,61,63,62,40,62,60,63,60,5,8,10,14,15,MF
T. Galdames,0,2,65,49,55,52,63,70,52,44,64,68,29,45,37,30,56,57,64,65,57,55,65,66,79,65,70,49,74,56,43,46,42,54,66,64,63,12,9,6,6,13,DF
L. Tomlin,1,0,43,64,64,65,37,60,62,62,54,65,62,66,65,66,62,68,46,41,54,64,67,67,33,32,71,66,74,46,63,67,64,67,29,36,33,9,12,13,12,11,MF
Li Shenglong,2,2,80,61,55,61,44,71,60,61,64,58,56,59,63,39,49,58,84,76,71,69,60,66,70,66,71,56,76,39,64,52,64,60,43,41,43,14,13,12,13,6,FW
H. Dunk,2,2,82,47,56,61,58,67,56,47,52,53,42,58,51,53,53,57,80,84,81,60,75,50,51,84,70,42,43,58,59,63,50,61,59,58,57,12,10,12,9,7,DF
A. Marín,2,1,73,65,52,64,23,58,53,68,68,52,59,70,51,66,37,53,73,73,73,60,62,60,60,70,60,66,36,15,65,60,68,61,18,20,19,8,6,11,12,15,FW
N. Tzanev,1,1,64,65,59,65,46,64,10,8,12,40,10,15,12,11,44,24,47,45,35,50,54,44,58,25,54,9,34,14,9,47,15,34,7,14,13,64,65,59,64,65,GK
A. Al Zaqan,2,1,84,65,56,65,30,62,59,62,55,56,52,65,63,59,52,64,82,85,77,57,69,75,80,63,69,68,39,28,65,54,52,58,30,24,22,14,15,9,12,10,MF
Park Dong Jin,2,2,74,58,49,59,62,80,48,61,75,57,51,52,47,44,52,62,73,74,68,66,68,65,74,84,78,48,81,65,65,37,43,62,55,62,61,8,11,11,8,14,DF
S. Edera,2,0,57,63,62,67,33,34,62,62,48,63,60,68,62,52,58,70,60,55,63,60,65,65,41,32,32,64,39,18,62,65,58,54,40,32,34,10,11,14,9,14,MF
G. Maris,1,2,66,56,61,62,60,67,55,56,54,63,48,61,54,62,63,62,69,64,71,57,65,57,65,70,65,57,68,65,57,63,55,57,58,60,61,13,13,15,10,12,MF
D. Wheeler,2,1,78,60,61,64,57,66,59,60,61,63,51,60,55,53,63,64,79,78,79,62,73,63,78,76,67,61,50,58,61,62,59,63,55,57,54,12,13,11,10,14,FW
A. Achahbar,1,0,68,63,59,69,28,66,55,62,47,64,62,67,56,63,55,70,69,68,83,54,76,68,65,62,67,62,71,24,67,59,44,58,23,28,28,11,14,10,7,15,FW
A. Barry,0,1,76,25,31,45,65,69,30,22,64,31,31,31,26,27,30,54,72,80,60,60,61,33,82,64,76,20,54,63,27,34,37,59,59,70,68,7,10,7,13,5,DF
K. Arnstad,1,1,70,52,65,70,55,53,56,48,32,68,50,66,61,63,66,71,75,66,85,58,86,56,68,56,44,61,66,65,48,67,46,62,53,59,51,11,12,13,8,11,MF
D. Buballa,1,2,75,42,56,59,61,73,53,39,59,60,36,58,55,42,55,58,69,79,61,63,59,49,66,70,75,43,71,61,51,58,40,66,60,63,59,8,6,13,15,11,DF
O. Aydın,2,0,70,62,55,64,31,53,59,68,47,58,46,67,54,45,54,66,69,70,56,61,60,67,46,59,58,48,36,23,63,51,60,54,27,34,33,10,10,5,6,8,MF
A. Boutoutaou,1,1,75,60,54,75,32,34,44,64,39,58,53,74,57,49,47,72,79,72,91,55,91,61,49,31,31,53,39,24,53,62,53,67,39,28,36,10,6,8,14,8,MF
B. Fofana,2,1,82,61,55,69,29,52,55,61,45,58,52,70,53,63,43,68,83,81,80,54,74,66,45,50,53,58,54,22,55,56,58,58,28,26,37,14,7,10,15,6,FW
S. Lavelle,0,1,53,29,41,46,63,76,28,25,60,52,23,41,33,29,42,50,54,53,42,60,60,40,82,75,79,24,67,62,31,38,35,54,64,65,63,13,8,7,8,15,DF
M. Rivera,2,1,67,60,60,65,24,47,48,57,39,66,48,66,50,66,60,66,68,67,71,58,57,65,44,58,48,66,29,22,62,64,61,55,34,13,17,7,13,9,14,6,MF
B. Oddei,2,1,65,64,57,72,35,38,64,70,44,57,56,74,53,51,52,72,75,57,70,53,80,65,53,43,34,56,40,29,57,55,55,60,31,39,34,13,11,13,11,10,MF
D. Cirkin,2,1,75,39,52,61,60,61,62,40,57,55,29,63,50,43,35,60,73,76,57,59,64,37,63,66,58,34,62,61,50,52,47,51,57,63,62,7,8,11,11,15,DF
R. Shein,1,1,73,52,61,66,58,63,50,47,50,67,37,66,46,47,66,67,74,72,64,63,65,63,59,67,62,55,60,62,49,65,52,63,58,59,55,13,10,7,8,12,MF
E. Selvik,1,1,65,63,61,65,18,63,10,5,11,27,8,7,13,13,21,13,18,18,35,55,34,46,42,22,45,6,24,7,6,26,19,33,6,11,13,65,63,61,63,65,GK
E. Watt,1,1,67,53,63,65,58,69,62,47,49,64,42,62,62,59,66,62,68,67,82,60,79,61,85,90,56,60,70,58,54,62,52,63,59,61,57,9,6,7,11,9,DF
J. Ruiz,1,1,66,42,57,58,63,69,55,34,59,61,38,55,41,40,56,61,67,66,60,59,49,55,72,68,73,41,61,66,59,59,49,64,63,63,61,6,13,9,9,7,DF
R. Cundy,1,1,55,26,38,47,65,69,23,22,66,49,21,42,32,20,43,47,53,56,49,60,62,39,74,60,77,21,61,63,30,36,37,52,65,65,63,10,12,9,10,10,DF
Á. Urdaneta,1,1,67,58,62,66,61,65,55,58,55,66,55,68,57,62,57,63,67,67,66,65,75,60,67,70,66,55,55,68,61,68,66,48,55,64,61,15,14,8,9,14,MF
K. Ludewig,2,1,74,46,59,62,58,63,60,44,54,63,47,58,51,47,58,62,76,73,81,62,77,52,57,70,58,40,67,59,57,57,49,47,56,60,61,10,7,14,11,8,DF
J. Gómez,1,1,67,52,60,64,62,61,45,58,51,66,33,68,45,55,65,64,67,67,55,62,59,43,58,72,59,45,55,65,65,64,58,46,62,65,62,12,9,6,13,9,MF
S. Neville,1,1,64,48,58,58,62,75,61,44,60,62,21,54,45,50,56,61,66,62,64,61,56,59,85,81,79,54,57,63,55,55,45,57,62,63,63,16,9,11,7,7,DF
I. Don,1,1,61,62,60,65,47,62,29,14,16,25,15,13,16,12,23,25,47,47,38,66,54,45,58,39,69,20,41,30,18,43,21,61,18,14,15,61,62,60,62,65,GK
J. Okedina,1,1,72,34,50,55,64,72,51,30,59,55,29,54,37,37,48,54,70,74,54,59,64,51,82,74,75,23,58,63,41,48,46,53,65,65,62,7,9,12,11,14,DF
A. Nguiamba,1,2,65,48,60,62,59,68,48,47,48,67,38,58,49,42,64,66,63,66,69,63,67,53,63,76,68,48,58,66,58,64,39,62,58,59,58,8,10,12,12,10,MF
K. Hemmings,1,0,68,65,52,62,29,64,38,66,61,59,61,61,41,44,43,63,69,68,67,60,64,66,71,73,73,61,27,43,63,64,65,57,20,20,19,13,8,8,12,15,FW
M. Lachuer,1,1,80,46,66,73,54,41,60,42,31,71,65,72,57,65,72,72,81,80,81,60,86,48,34,48,43,45,27,50,48,62,53,65,50,65,65,8,10,8,15,11,MF
L. Lemos,1,1,53,48,56,51,64,69,37,43,58,54,50,45,45,44,76,58,46,58,46,51,62,63,73,64,75,46,57,58,30,68,49,57,63,73,61,5,12,11,15,13,MF
J. Kadile,1,1,80,64,57,68,23,52,59,63,54,61,63,71,58,48,46,67,79,80,74,54,71,70,51,49,58,60,39,21,60,58,64,55,19,18,20,11,11,7,15,11,FW
Y. González,1,1,70,39,49,51,64,69,47,29,66,61,35,40,33,26,55,55,70,70,72,60,65,58,67,70,72,44,63,65,35,34,34,59,63,63,62,8,14,11,7,9,DF
T. Anderson,0,1,34,33,41,38,63,79,25,33,64,55,27,32,26,27,51,42,34,34,31,60,33,43,77,71,86,27,72,62,28,33,34,61,63,64,62,13,11,11,12,14,DF
Rodrigo Andrade,1,1,65,48,64,66,56,64,53,44,56,70,41,66,62,47,69,69,64,66,63,58,65,57,66,67,64,45,59,49,61,66,48,57,54,62,55,7,12,6,8,12,MF
L. Gemello,1,1,64,64,66,67,31,65,14,7,11,19,7,9,11,20,23,18,31,31,28,44,22,50,31,18,61,5,23,14,7,35,19,37,5,11,10,64,64,66,65,67,GK
